track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
MAMIII,Karol G and Becky G,2,2022,2,10,6809,28,716591492.0,151,102,175.0,5,29.0,94,E,Minor,84,90,70,9,0,14,8
Still DRE,Dr. Dre and Snoop Dogg,2,1999,1,1,33966,0,1210599487.0,141,78,,1,0.0,93,B,Major,81,53,78,18,0,6,24
Stay Alive Prod SUGA of BTS,Jung Kook,1,2022,2,11,590,5,246376690.0,4,113,20.0,0,1.0,130,D,Minor,51,50,76,30,0,10,7
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364.0,76,0,102.0,0,2.0,180,G,Minor,35,23,61,23,0,19,6
The Next Episode,Dr. Dre and Snoop Dogg,2,1999,1,1,31762,0,843309044.0,142,40,,1,953.0,95,D#,Minor,92,31,89,3,0,8,25
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342.0,119,6,85.0,1,1.0,184,F#,Major,69,91,63,11,0,9,31
City of Gods,Kanye West and Alicia Keys and Fivio Foreign,3,2022,2,11,2096,0,107255472.0,34,3,30.0,0,0.0,147,G#,Minor,47,50,80,10,0,32,38
Brividi,Mahmood and Blanco,2,2022,2,2,1175,0,135079152.0,34,1,31.0,0,0.0,123,G,Major,52,44,60,40,0,26,3
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726.0,124,27,587.0,0,4.0,123,A#,Minor,91,49,61,3,0,17,22
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675.0,235,106,,1,35.0,90,F#,Minor,90,79,71,26,0,7,37
shes all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054.0,105,12,51.0,0,12.0,160,D,Minor,61,65,64,1,0,12,4
Ginseng Strip ,Yung Lean,1,2013,8,16,4310,0,240769997.0,13,0,113.0,1,3.0,115,C#,Major,60,37,71,8,0,48,4
All For Us  from the HBO Original Series Euphoria,Labrinth and Zendaya,2,2019,8,4,5342,0,426204830.0,33,123,7.0,0,4.0,141,D#,Major,37,17,67,2,0,34,9
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627.0,22,13,65.0,0,6.0,160,A,Major,31,30,88,7,0,8,8
Formula,Labrinth,1,2019,10,4,3444,7,554875730.0,24,85,102.0,0,1.0,145,B,Major,57,23,66,4,6,15,4
Excuses,Intense and AP Dhillon and Gurinder Gill,3,2020,7,24,272,4,327498031.0,7,21,2.0,0,0.0,95,F,Minor,84,49,72,8,0,15,8
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548.0,11,0,10.0,0,0.0,160,D,Major,60,47,62,3,0,38,4
Cay La Noche feat Cruz Cafun Abhir Hathi Bejo EL ,Quevedo and La Pantera and Juseph and Cruz Cafunï,7,2022,1,14,1034,1,245400167.0,19,5,12.0,0,0.0,174,F,Minor,67,74,75,44,0,7,30
California Love  Original Version Explicit,Dr. Dre and 2Pac and Roger,3,1995,12,28,18773,0,579395142.0,128,17,,0,0.0,92,G,Major,77,76,84,3,0,38,4
Forgot About Dre,Eminem and Dr. Dre,2,1999,1,1,19067,0,675039469.0,78,15,,0,3.0,134,G#,Major,93,61,74,9,0,17,8
Down Under feat Colin Hay,Luude and Colin Hay,2,2021,11,19,3541,2,252871192.0,57,13,50.0,1,7.0,172,B,Minor,31,4,86,1,0,28,17
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128.0,44,63,91.0,0,24.0,80,A,Major,76,92,62,6,0,8,13
HUMBLE,Kendrick Lamar,1,2017,3,30,33206,1,1929770265.0,284,114,,0,5.0,150,C#,Minor,91,42,60,0,0,9,12
Stan,Eminem and Dido,2,1999,11,21,17115,0,918915401.0,83,63,,0,0.0,80,F#,Minor,78,53,74,4,0,45,21
Contection,GODZZ__- and Zakaria,2,2020,1,16,6955,0,1180896317.0,65,45,398.0,0,1.0,166,A#,Minor,81,83,75,14,0,29,34
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285.0,5,1,62.0,0,0.0,120,G#,Major,67,8,54,27,0,8,4
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692.0,47,3,42.0,12,6.0,85,G#,Minor,74,61,52,30,0,26,9
,Mainstreet and Chefin,2,2022,1,15,352,0,143139338.0,10,0,39.0,0,0.0,154,D,Minor,79,86,52,66,0,9,7
Problem,Alvaro Diaz and Rauw Alejandro,2,2021,10,22,1517,0,209768491.0,42,7,15.0,0,4.0,92,D,Minor,73,37,74,28,0,14,6
Bussin,Nicki Minaj and Lil Baby,2,2022,2,11,847,0,64714573.0,25,0,14.0,0,0.0,140,B,Major,89,75,70,6,0,13,5
Worst Day,Future,1,2022,2,11,910,0,50746620.0,20,3,24.0,0,0.0,89,C#,Major,65,60,60,11,0,10,40
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539.0,28,73,64.0,0,0.0,135,F,Minor,89,89,86,16,0,8,5
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253.0,43,36,46.0,13,4.0,140,G#,Minor,51,66,53,60,0,11,18
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639.0,3,0,28.0,0,1.0,82,D#,Major,47,44,76,8,91,9,3
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092.0,363,129,,0,28.0,79,D,Major,78,58,45,47,0,18,3
Still Dont Know My Name,Labrinth,1,2019,10,4,6332,0,563902868.0,47,116,266.0,0,0.0,88,F,Major,31,31,63,47,27,21,12
Christmas Tree,V,1,2021,12,24,509,9,317622165.0,8,106,6.0,0,8.0,139,F,Major,44,18,38,70,0,12,4
When I RIP,Labrinth,1,2019,10,4,2578,0,203680270.0,8,67,66.0,0,0.0,80,G#,Minor,39,45,55,73,0,9,21
Do We Have A Problem,Nicki Minaj and Lil Baby,2,2022,2,4,1064,0,81350745.0,42,1,26.0,0,0.0,120,C#,Minor,84,54,51,47,0,12,40
Forever,Labrinth,1,2019,10,4,3618,0,282883169.0,21,86,138.0,0,2.0,80,E,Minor,56,19,46,92,72,11,3
Gospel with Eminem,Eminem and Dr. Dre,2,2022,2,4,1040,0,64787943.0,8,0,29.0,0,0.0,117,C#,Major,92,62,86,11,0,24,24
Seo,Shawn Mendes and Camila Cabello,2,2019,6,19,15010,2,2484812918.0,453,50,,1,8.0,117,A,Minor,76,77,52,4,0,8,3
NEW MAGIC WAND,Tyler and The Creator,2,2019,5,16,4708,0,461437791.0,13,7,55.0,0,1.0,140,F,Minor,62,46,73,10,0,67,11
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367.0,246,71,519.0,2,5.0,99,G#,Major,68,57,77,2,0,10,5
La Santa,Daddy Yankee and Bad Bunny,2,2020,2,29,4890,20,759208783.0,52,42,100.0,0,0.0,93,C#,Major,74,59,87,3,0,8,5
Something In The Way  Remastered ,Nirvana,1,1991,9,24,9514,0,368646862.0,45,27,,0,43.0,106,G#,Major,44,8,20,74,42,11,3
Sweetest Pie,Dua Lipa and Megan Thee Stallion,2,2022,3,11,3501,0,299634472.0,69,2,51.0,11,0.0,124,G,Major,81,68,63,17,0,10,22
Bam Bam feat Ed Sheeran,Camila Cabello and Ed Sheeran,2,2022,3,4,6111,4,756907987.0,185,40,492.0,9,35.0,95,G#,Major,76,96,70,18,0,33,4
Una Noche en Medell,Cris Mj,1,2022,1,21,5415,32,682475162.0,46,16,53.0,1,2.0,96,A#,Minor,87,82,53,10,0,5,8
Envolver,Anitta,1,2021,11,11,4673,2,546191065.0,123,113,180.0,1,4.0,92,E,Minor,81,40,73,15,0,9,8
Starlight,Dave,1,2022,3,3,1856,3,229473310.0,29,40,31.0,1,1.0,124,G,Major,95,36,37,35,0,10,28
HatiHati di Jalan,Tulus,1,2022,3,3,200,2,202677468.0,12,4,0.0,0,0.0,72,F#,Major,64,76,44,70,9,12,4
DANA,Mc Pedrinho and Pedro Sampaio,2,2022,2,1,911,2,208166039.0,45,0,99.0,1,1.0,135,A,Minor,78,55,57,4,0,10,8
Yo Voy feat Daddy Yankee,Zion & Lennox,1,2004,5,4,2954,2,527033089.0,18,82,0.0,0,5.0,95,A#,Major,81,56,70,4,0,5,24
Residente Bzrp Music Sessions Vol ,Residente and Bizarrap,2,2022,3,3,461,0,94616487.0,7,11,13.0,0,0.0,71,C#,Minor,59,70,74,56,0,11,40
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335.0,29,2,35.0,1,0.0,180,A#,Minor,80,71,68,6,0,10,37
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895.0,42,0,24.0,0,0.0,150,E,Minor,65,11,58,0,0,12,9
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208.0,16,41,13.0,1,1.0,189,G#,Major,55,86,44,40,0,7,4
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142.0,27,84,32.0,7,11.0,140,G,Major,59,73,45,44,0,34,3
Freaky Deaky,Tyga and Doja Cat,2,2022,2,25,1729,0,153240879.0,26,1,19.0,0,0.0,104,D,Minor,80,24,65,2,0,9,4
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840.0,16,5,43.0,0,7.0,129,B,Major,42,33,44,62,0,8,6
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938.0,13,1,15.0,0,1.0,94,C#,Minor,76,81,80,20,0,25,4
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494.0,11,10,267.0,0,7.0,146,A,Minor,59,23,46,66,0,15,6
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073.0,233,82,531.0,1,1.0,103,F#,Minor,69,90,88,5,0,29,8
Wake Me Up  Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297.0,315,160,,1,46.0,124,D,Major,53,66,78,0,0,16,5
jealousy jealousy,Olivia Rodrigo,1,2021,5,21,3257,0,665765558.0,10,0,70.0,0,0.0,164,A#,Minor,70,71,58,24,0,7,13
Mony so,YEAT,1,2021,9,10,1473,0,263779030.0,2,0,12.0,0,10.0,138,D,Major,69,35,57,12,0,10,9
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453.0,36,2,11.0,0,14.0,126,A,Minor,67,37,46,13,0,10,39
Something Just Like This,The Chainsmokers and Coldplay,2,2017,2,22,23375,21,2204080728.0,336,188,,3,30.0,103,B,Minor,61,47,65,3,0,17,4
Closer,The Chainsmokers and Halsey,2,2016,5,31,28032,0,2591224264.0,315,159,,0,44.0,95,G#,Major,75,64,52,41,0,11,3
OO,NMIXX,1,2022,2,22,290,0,135444283.0,9,66,10.0,0,0.0,200,B,Minor,39,28,77,4,0,6,29
Toms Diner,AnnenMayKantereit and Giant Rooks,2,2019,6,28,2605,0,236872197.0,15,48,50.0,0,3.0,98,F#,Minor,68,33,43,38,0,36,14
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298.0,163,32,137.0,15,12.0,107,G#,Major,91,32,56,3,0,11,10
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.0,68,24,43.0,1,0.0,92,G#,Major,45,27,67,32,0,13,14
X LTIMA,Daddy Yankee and Bad Bunny,2,2022,3,25,2697,1,349746291.0,55,3,32.0,0,0.0,90,G,Major,81,59,83,9,0,11,5
When Youre Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451.0,75,11,44.0,0,14.0,147,F,Major,60,58,69,2,0,58,4
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339.0,21,0,31.0,0,0.0,143,C#,Major,68,41,55,16,0,10,12
Wait a Minute,Willow,1,2015,1,11,11985,0,924193303.0,79,80,250.0,3,10.0,101,D#,Minor,76,63,71,3,0,10,3
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063.0,28,124,13.0,0,1.0,118,C#,Minor,70,54,71,0,0,33,4
Pantysito,Feid and Alejo and Robi,3,2022,3,18,2995,0,273005485.0,49,17,30.0,0,0.0,98,G,Minor,83,63,74,14,0,16,6
Chance,Paulo Londra,1,2022,4,6,225,0,89566512.0,11,0,7.0,0,0.0,138,C#,Minor,72,22,46,24,0,9,6
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855.0,155,5,577.0,0,6.0,114,F,Minor,59,30,62,1,0,8,4
psychofreak feat WILLOW,Camila Cabello and Willow,2,2022,4,7,918,0,75476209.0,24,0,52.0,0,0.0,180,G,Minor,63,45,64,34,0,9,8
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328.0,52,25,32.0,0,10.0,145,B,Major,56,41,57,1,0,13,3
Vampiro,Matuï¿½ï¿½ and Wiu and ,3,2022,1,30,540,4,187772591.0,26,3,39.0,0,0.0,115,G#,Minor,78,63,64,1,0,7,4
Si Quieren Frontear,De La Ghetto and Duki and Quevedo,3,2022,3,31,859,0,178512385.0,14,0,11.0,0,0.0,82,A#,Major,79,48,84,13,0,21,23
Right On,Lil Baby,1,2022,4,8,1116,0,101780047.0,31,9,15.0,0,1.0,166,D,Major,70,22,61,2,0,10,34
Thats Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130.0,11,6,12.0,0,15.0,108,F#,Major,71,55,44,74,0,11,6
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991.0,5,0,4.0,0,1.0,84,E,Minor,71,63,45,45,0,11,3
RUMBAT,Daddy Yankee,1,2022,3,25,1264,0,157990698.0,20,4,52.0,0,1.0,95,D#,Minor,69,90,91,6,0,35,4
sentaDONA Remix s,Luï¿½ï¿½sa Sonza and MC Frog and Dj Gabriel do Bo,4,2022,3,17,870,0,176290831.0,32,0,49.0,0,0.0,135,D#,Minor,93,77,45,25,0,13,27
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129.0,124,24,254.0,0,8.0,110,E,Major,57,6,27,84,0,9,3
Sigue,Ed Sheeran and J Balvin,2,1996,11,24,1370,0,106933107.0,46,8,60.0,0,0.0,88,G,Major,89,59,64,5,0,19,7
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.0,27,2,31.0,0,0.0,119,C#,Minor,87,28,50,12,0,10,10
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990.0,6,188,20.0,0,0.0,120,C#,Major,58,71,80,15,0,7,41
Theres Nothing Holdin Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998.0,229,57,,2,71.0,122,D,Major,86,97,80,36,0,9,6
IDGAF with blackbear,Blackbear and BoyWithUke,2,2022,3,18,625,0,197643795.0,10,2,13.0,0,1.0,98,F,Major,78,83,75,41,0,27,8
Golden,Harry Styles,1,2019,12,13,8429,1,807015863.0,85,24,200.0,0,2.0,140,E,Minor,45,25,84,21,0,13,6
Get Lucky  Radio Edit,Pharrell Williams and Nile Rodgers and Daft Punk,3,2013,1,1,52898,0,933815613.0,203,1,,0,0.0,116,F#,Minor,79,87,81,4,0,10,4
Aint Shit,Doja Cat,1,2021,6,25,3436,0,499710590.0,32,6,46.0,0,1.0,124,D#,Major,86,62,49,51,0,35,21
Nobody Like U  From Turning Red,Jordan Fisher and Josh Levi and Finneas O'Connell,6,2022,2,25,918,0,120847157.0,34,39,30.0,0,0.0,105,A,Minor,91,73,72,13,0,9,15
Still Life,BIGBANG,1,2022,4,5,181,0,53909146.0,16,14,7.0,0,0.0,118,G#,Major,68,24,58,44,0,6,3
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932.0,228,105,,0,84.0,108,E,Major,61,20,38,61,0,10,5
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722.0,289,87,,0,36.0,100,E,Major,61,53,38,84,0,28,44
N,Kendrick Lamar,1,2022,5,13,5542,0,301242089.0,52,16,65.0,0,206.0,140,D#,Minor,81,39,66,38,0,12,14
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272.0,21,24.0,109,A#,Minor,84,72,74,10,0,34,7
Die Hard,Kendrick Lamar and Blxst and Amanda Reifer,3,2022,5,13,4627,0,237351106.0,38,13,32.0,0,0.0,101,C#,Minor,78,40,74,36,0,17,27
Despus de la P,Bad Bunny,1,2022,5,6,2229,0,461558540.0,27,44,24.0,0,5.0,78,F,Major,56,61,90,36,0,18,31
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322.0,4,5,12.0,0,51.0,87,G#,Major,52,32,83,24,0,17,43
Father Time feat Sampha,Kendrick Lamar and Sampha,2,2022,5,13,3107,0,127309180.0,4,0,22.0,0,0.0,153,A#,Minor,55,50,78,19,0,11,35
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135.0,20,10,33.0,0,0.0,96,A#,Minor,85,41,43,39,0,12,21
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299.0,9,11,22.0,1,0.0,85,A#,Major,71,43,65,23,0,9,5
Silent Hill,Kendrick Lamar and Kodak Black,2,2022,5,13,3028,0,123216717.0,22,0,23.0,0,0.0,140,C#,Minor,92,78,57,46,0,14,9
La Corriente,Tony Dize and Bad Bunny,2,2022,5,6,1796,8,479655659.0,8,25,18.0,1,0.0,196,B,Minor,66,58,79,23,0,22,20
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104.0,3,7,13.0,0,1.0,134,G,Major,78,51,43,69,0,14,9
Andrea,Buscabulla and Bad Bunny,2,2022,5,6,1195,0,344055883.0,8,30,13.0,1,1.0,103,C#,Minor,80,45,62,76,0,10,38
Dos Mil ,Bad Bunny,1,2022,5,6,892,3,338422004.0,10,24,11.0,0,0.0,130,C#,Major,82,50,67,12,0,13,5
We Cry Together,Kendrick Lamar and Taylour Paige,2,2022,5,13,1635,0,68895644.0,4,1,6.0,0,0.0,108,B,Major,65,52,69,31,0,8,36
Savior,Kendrick Lamar and Sam Dew and Baby Keem,3,2022,5,13,2291,0,86176890.0,9,0,8.0,0,0.0,123,G#,Major,61,66,71,53,0,32,46
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558.0,5,28,9.0,0,0.0,152,B,Major,84,74,69,21,0,18,6
Otro Atardecer,Bad Bunny and The Marï¿½ï,2,2022,5,6,1681,7,319546754.0,10,30,13.0,0,33.0,108,D,Major,78,55,60,59,0,7,4
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839.0,1,0,5.0,0,0.0,72,A#,Minor,56,56,47,76,0,8,36
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161.0,4,15,10.0,0,0.0,121,F#,Minor,86,67,65,42,0,35,7
Purple Hearts,Kendrick Lamar and Ghostface Killah and Summer Wa,3,2022,5,13,2308,0,76831876.0,7,0,7.0,0,0.0,138,D#,Minor,57,71,82,19,0,15,29
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261.0,8,12,9.0,0,0.0,188,F,Minor,50,41,50,69,0,12,6
ULTRA SOLO,Polima WestCoast and Pailita,2,2022,2,14,1367,0,307752576.0,48,4,34.0,1,0.0,110,C#,Major,80,26,85,23,0,11,21
Ensame ,Bad Bunny,1,2022,5,6,1112,3,279737940.0,7,25,12.0,0,0.0,105,G#,Major,81,77,79,19,0,47,8
El Apag,Bad Bunny,1,2022,5,6,1209,0,212351890.0,9,7,14.0,0,1.0,118,G#,Major,63,60,70,5,0,9,31
Callaita,Bad Bunny and Tainy,2,2019,5,31,9539,15,1304313953.0,162,116,355.0,7,0.0,176,D,Major,61,24,62,60,0,24,31
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965.0,35,0,3.0,0,0.0,158,B,Major,83,41,65,0,10,11,8
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838.0,6,20,8.0,0,0.0,115,C#,Minor,85,72,58,9,0,49,12
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434.0,10,2,150.0,0,0.0,110,B,Minor,51,48,82,0,0,5,3
Mr Morale,Kendrick Lamar and Tanna Leone,2,2022,5,13,1860,0,58687425.0,1,0,3.0,0,0.0,174,A,Major,73,26,54,30,0,34,32
That That prod  feat SUGA of BTS,PSY and Suga,2,2022,4,29,802,0,212109195.0,16,81,23.0,0,0.0,130,E,Major,91,91,96,3,0,3,9
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619.0,48,40,87.0,1,210.0,78,A#,Major,36,30,54,34,0,14,5
Rich  Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087.0,0,0,0.0,0,0.0,104,G,Major,44,74,42,88,0,9,9
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891.0,93,12,173.0,11,3.0,121,G,Major,64,80,88,0,0,12,6
Stefania Kalush Orchestra,KALUSH,1,2022,3,10,555,0,53729194.0,10,4,4.0,0,0.0,105,D,Major,83,32,82,14,0,12,4
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137.0,52,9,46.0,0,1.0,81,G,Major,38,20,66,9,0,9,8
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571.0,2,0,10.0,0,0.0,170,C#,Minor,37,14,24,80,0,11,4
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188.0,1,0,4.0,0,0.0,78,G,Major,43,60,38,76,1,48,38
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729.0,28,42,23.0,0,0.0,125,G#,Major,88,28,66,6,0,13,31
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447.0,2,0,4.0,0,0.0,92,E,Minor,66,29,65,23,0,8,7
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717.0,16,11,18.0,0,0.0,140,B,Minor,84,61,42,31,0,9,9
Savior  Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576.0,0,0,3.0,0,0.0,118,F,Minor,66,83,43,84,0,19,19
Pasoori,Shae Gill and Ali Sethi,2,2022,2,6,349,6,284249832.0,10,22,3.0,0,0.0,92,B,Minor,71,67,60,7,0,6,4
Mother I Sober feat Beth Gibbons of Portishead,Kendrick Lamar and Beth Gibbons,2,2022,5,13,1890,0,33381454.0,3,0,2.0,0,0.0,140,G#,Minor,49,50,37,87,0,11,35
TUS LGR,Sech and Mora,2,2022,4,1,1308,2,184622518.0,23,16,9.0,0,5.0,174,C#,Major,68,45,71,18,0,11,25
Where Did You Go,MNEK and Jax Jones,2,2022,1,26,4531,0,300983101.0,135,74,119.0,1,18.0,127,A#,Major,77,53,78,19,0,29,4
I Tried to Tell Yall,Ugly Dray and Tesla Jnr,2,2022,5,6,1657,0,121077868.0,15,3,3.0,0,0.0,96,B,Major,71,37,52,62,0,11,36
Honest feat Don Toliver,Justin Bieber and Don Toliver,2,2022,4,29,1351,0,106919680.0,26,1,17.0,0,0.0,150,G#,Minor,82,82,66,13,0,11,6
ZOOM,Jessi,1,2022,4,13,608,0,136996305.0,5,29,14.0,0,0.0,100,F#,Major,87,46,60,1,0,13,16
SloMo,Chanel,1,2021,12,24,1211,0,65719930.0,31,0,19.0,0,2.0,105,C#,Minor,73,59,81,13,0,9,6
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852.0,18,75,9.0,0,0.0,104,G,Major,86,43,62,5,0,13,14
 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869.0,23,1,15.0,0,0.0,154,G#,Major,54,45,79,1,0,17,5
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594.0,42,51,32.0,0,0.0,80,B,Major,47,33,83,18,0,10,5
With you,HA SUNG WOON and Jimin,2,2022,4,24,343,2,240580042.0,4,35,11.0,1,1.0,150,D#,Major,53,14,43,64,0,13,3
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608.0,137,5,582.0,0,0.0,156,B,Minor,32,49,72,0,0,9,4
The Heart Part ,Kendrick Lamar,1,2022,5,8,2939,0,71423324.0,29,0,30.0,0,0.0,98,G#,Minor,76,79,81,18,0,6,34
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912.0,5,0,5.0,0,0.0,92,G,Major,58,27,36,86,0,9,3
This Love Taylors Ve,Taylor Swift,1,2022,5,6,1492,0,132171975.0,26,2,15.0,0,2.0,144,E,Major,47,7,50,32,0,7,4
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613.0,11,6,25.0,0,1.0,150,E,Major,37,27,56,8,0,13,3
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429.0,42,9,24.0,1,1.0,138,D#,Major,70,31,44,84,0,9,39
Yet To Come,BTS,1,2022,6,10,829,0,302006641.0,32,110,26.0,0,0.0,172,C#,Major,56,68,89,4,0,33,19
Run BTS,BTS,1,2022,6,10,736,0,330881149.0,5,132,17.0,0,3.0,77,G#,Major,72,70,82,2,0,4,17
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.0,80,11,66.0,0,1.0,107,B,Major,72,36,72,26,6,11,4
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458.0,29,10,79.0,0,0.0,114,D,Major,51,39,29,90,0,10,4
For Youth,BTS,1,2022,6,10,327,0,114546317.0,5,40,12.0,0,0.0,117,D,Major,63,29,51,43,0,25,4
Vegas From the Original Motion Picture Soundtrack,Doja Cat,1,2022,5,6,4576,0,448500832.0,79,13,93.0,0,17.0,160,G#,Minor,80,74,60,8,0,14,26
Cash In Cash Out,Pharrell Williams and Tyler and The Creator and 2,4,2022,6,10,2313,0,136676504.0,34,0,29.0,0,0.0,120,G,Major,88,15,56,1,0,8,6
Potion with Dua Lipa  Young Thug,Calvin Harris and Dua Lipa and Young Thug,3,2022,5,27,3983,0,190625045.0,73,45,119.0,0,0.0,100,B,Minor,82,76,70,16,0,8,5
Born Singer,BTS,1,2022,6,10,279,0,79095270.0,0,18,6.0,0,0.0,158,G#,Minor,60,68,84,4,0,24,11
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684.0,20,3,39.0,0,0.0,142,D#,Major,56,40,54,72,0,10,4
La Llevo Al Cielo Ft engo F,Nengo Flow and Anuel Aa and Chris Jedi and Chench,4,2022,5,20,3559,3,333146475.0,36,1,31.0,0,1.0,170,A,Minor,80,77,85,11,0,17,14
True Love,Kanye West and XXXTENTACION,2,2022,5,27,2129,0,194902696.0,23,1,44.0,1,0.0,84,F,Minor,71,39,86,2,0,51,25
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494.0,54,76,900.0,0,0.0,151,G,Major,73,88,67,20,0,32,5
Villano Antillano Bzrp Music Sessions Vol ,Bizarrap and Villano Antillano,2,2022,6,8,1401,0,248511839.0,26,16,17.0,0,1.0,128,C#,Minor,82,42,75,6,0,63,6
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263.0,13,2,31.0,0,0.0,118,G,Major,56,20,54,67,0,6,5
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884.0,7,1,15.0,0,0.0,183,F,Major,65,88,72,36,14,20,3
So Good,Halsey,1,2022,6,9,1057,0,91781263.0,51,14,19.0,0,0.0,83,D#,Minor,63,29,62,4,0,18,4
Belly Dancer,BYOR and Imanbek,2,2022,2,18,5115,13,383835984.0,109,38,301.0,1,33.0,122,C#,Major,85,42,80,6,0,17,14
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709.0,8,1,18.0,0,0.0,165,A,Major,72,90,48,32,0,18,23
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868.0,18,1,28.0,0,0.0,106,A,Minor,83,90,64,35,5,9,4
Die Young feat aidan,Sleepy hallow and 347aidan,2,2022,5,25,896,0,160845341.0,19,0,15.0,0,0.0,77,B,Major,81,68,58,83,0,11,34
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257.0,90,22,365.0,0,114.0,91,G#,Major,57,30,89,10,0,33,8
